experimento;funcion;algoritmo;n;t
compare_algorithms;randomValuesAndSizes;bruteforce;22;1087.44ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1087.17ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1087.11ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1087.56ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1087.32ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1086.87ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1088.28ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1088.27ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1088.03ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1087.25ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1088.24ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1086.72ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1087.7ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1086.84ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1088.45ms
compare_algorithms;randomValuesAndSizes;bruteforce;22;1086.24ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2234.32ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2230.38ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2240.37ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2248.92ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2253.41ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2231.59ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2274.09ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2226.07ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2226.76ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2227.81ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2226.33ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2234.73ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2232.45ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2229.28ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2231.84ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2231.7ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2232.12ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2231.39ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2232.99ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2235.65ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2231.17ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2233.35ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2231.8ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2231.55ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2230.57ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2230.19ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2229.96ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2228.99ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2231.06ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2228.32ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2233.23ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2229.03ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2231.17ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2230.06ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2232.67ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2228.5ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2230.38ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2233.65ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2228.56ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2231.95ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2230.47ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2231.81ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2230.03ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2228.38ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2236.49ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2226.71ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2225.07ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2228.01ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2227.3ms
compare_algorithms;randomValuesAndSizes;bruteforce;23;2224.59ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4559.46ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4565.67ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4564.96ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4605.57ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4596.48ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4645.22ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4636.45ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4629.75ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4638.93ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4585.78ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4577.44ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4576.51ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4575.51ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4577.72ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4601.61ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4582.91ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4579.67ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4593.94ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4578.06ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4574.61ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4575.24ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4573.03ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4581.09ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4574.83ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4564.49ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4568.01ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4567.35ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4563.56ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4566.1ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4600.97ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4576.91ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4583.96ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4576.43ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4578.57ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4575.19ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4581.08ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4577.34ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4575.27ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4581.79ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4576.59ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4591.05ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4576.48ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4576.76ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4597.74ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4577.18ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4578.81ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4579.4ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4578.64ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4615.18ms
compare_algorithms;randomValuesAndSizes;bruteforce;24;4643.59ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9400.43ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9378.83ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9374.86ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9379.87ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9387.11ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9373.43ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9385.4ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9378.1ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9383.73ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9383.07ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9379.28ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9367.41ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9364.7ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9365.42ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9371.49ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9377.13ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9386.59ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9386.9ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9390.1ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9371ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9362.76ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9352.18ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9364ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9362.79ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9361.91ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9361.33ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9357.94ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9362.24ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9386.3ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9363.31ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9362.43ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9370.27ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9382.88ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9377.03ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9385.05ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9380.86ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9382.99ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9379.86ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9394.24ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9364.04ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9365.93ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9370.42ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9361.81ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9360.52ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9354.19ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9359.79ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9362.44ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9383.47ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9385.37ms
compare_algorithms;randomValuesAndSizes;bruteforce;25;9378.94ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19221.2ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19284.8ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19219ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19189.2ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19218.9ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19189.2ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19204ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19241.8ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19216.7ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19183.9ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19185.2ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19190.2ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19250.1ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19234.8ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19249.8ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19228.7ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19220.3ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19220.4ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19220ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19220.6ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19231.7ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19185ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19206.5ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19190.5ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19183ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19210.5ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19219.6ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19206.5ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19248ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19234.3ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19218.7ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19226.3ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19298ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19217.5ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19283.8ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19224.4ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19260.6ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19223.8ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19217.5ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19227.5ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19225.6ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19211.2ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19211.1ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19232.1ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19195.9ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19235.7ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19221.5ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19208.7ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19265.9ms
compare_algorithms;randomValuesAndSizes;bruteforce;26;19241.2ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.010044ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.003271ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.003201ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.003292ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.00282ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002906ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002891ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002845ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002831ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.003031ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002845ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.00285ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.00289ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002815ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.00279ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002826ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002951ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002786ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.003056ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002846ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002856ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002841ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002965ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.00285ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002931ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.00287ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002971ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002996ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002835ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002861ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002916ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.003036ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.00295ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002956ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002806ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.00293ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002996ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002856ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002886ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002946ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002886ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002801ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002825ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002766ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.003096ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002816ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.003106ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002836ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002951ms
compare_algorithms;randomValuesAndSizes;backtracking;0;0.002896ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.013902ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.009338ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.008412ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.008266ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.008481ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.008562ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.008126ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.007986ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.008136ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.008862ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.008446ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.008441ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.008581ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.008551ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002325ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.00224ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002292ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002199ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002212ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002218ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002255ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002247ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002295ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002359ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002412ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.0023ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002306ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002268ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002329ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002291ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002317ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002237ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002318ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002296ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002185ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002314ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002265ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002183ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002217ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.00238ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002329ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002303ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002319ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002296ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002544ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002426ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002461ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002482ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002345ms
compare_algorithms;randomValuesAndSizes;backtracking;1;0.002448ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.005613ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.005ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.00501ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004786ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.005788ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.006294ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.006342ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.006212ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.006994ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.007396ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.005105ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.007414ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.014286ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.007537ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.007717ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004838ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.007048ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.006328ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.006644ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.005187ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.0044ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004519ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004468ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004362ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004315ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004412ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004497ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004507ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004387ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.00445ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004262ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004351ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004471ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004426ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004433ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004364ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004274ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004363ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004506ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004476ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004494ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004458ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004298ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.00441ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004388ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004424ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004363ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004374ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.00451ms
compare_algorithms;randomValuesAndSizes;backtracking;2;0.004501ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.009709ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.009277ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.009184ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.009062ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008816ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008936ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008889ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008954ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.00893ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008917ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008886ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008864ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008779ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008904ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008971ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008856ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.00891ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008825ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.00884ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008897ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008792ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008753ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008761ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008705ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008754ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008748ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008612ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.00883ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008883ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008825ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.00874ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008753ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008947ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008911ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008876ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.00884ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008906ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008855ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008744ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008888ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008911ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008919ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008778ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008826ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.009001ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.009191ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008719ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008764ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008691ms
compare_algorithms;randomValuesAndSizes;backtracking;3;0.008796ms
compare_algorithms;randomValuesAndSizes;backtracking;4;0.017787ms
