carpeta;funcion;algoritmo;n;t
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037752ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037595ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037583ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.036853ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037672ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037636ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.038964ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.038764ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037281ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.038026ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037062ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.036519ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.036646ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.036603ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.039847ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.038258ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037477ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.038386ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.036995ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037061ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.03761ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.038461ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.046001ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.045044ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037522ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.036199ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037834ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.038305ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.038353ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037014ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037415ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.036731ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.038002ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.036377ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.036611ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.038405ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.036797ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.038573ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.03901ms
compare_algorithms;randomValuesAndSizes;bruteforce;8;0.037557ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.079854ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.07905ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.081978ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.088931ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.081648ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.079719ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.08089ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.081266ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080963ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080178ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080788ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.081718ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080688ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080272ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.082717ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.08023ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.08023ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.081304ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.081091ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.082048ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080676ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080555ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.079955ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.097541ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.081437ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.081081ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.091783ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080849ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.083798ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080981ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.082133ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080186ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.082896ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.082949ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.090205ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080506ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080905ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.083797ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.082306ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.082823ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.081951ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.079603ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.079957ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.08107ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.08018ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.078549ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080061ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.081813ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.080095ms
compare_algorithms;randomValuesAndSizes;bruteforce;9;0.083147ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.176279ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.17777ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.173448ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.172843ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.178006ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.175309ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.198424ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.177549ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.176467ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.177216ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.179307ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.175028ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.195172ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.1765ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.17733ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.175645ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.17645ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.178296ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.175187ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.179025ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.178863ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.174566ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.175451ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.175167ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.176088ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.174832ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.175421ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.177392ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.17685ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.179951ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.178254ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.176565ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.175009ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.175357ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.175087ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.173409ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.179881ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.173941ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.174995ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.174957ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.175534ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.173612ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.176755ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.177329ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.194817ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.176253ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.17624ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.173634ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.17448ms
compare_algorithms;randomValuesAndSizes;bruteforce;10;0.202395ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.474776ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.390122ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.364635ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.369081ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.390421ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.386527ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.383056ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.369854ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.372362ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.374972ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.372354ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.370892ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.372512ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.373219ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.378632ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.37251ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.377713ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.373592ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.369774ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.365219ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.371427ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.369384ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.372645ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.372194ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.379641ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.373574ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.369822ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.371292ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.366409ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.37295ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.369356ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.37013ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.366425ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.374265ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.375ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.372105ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.369079ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.374463ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.36501ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.374677ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.392224ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.370819ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.373219ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.370702ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.372708ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.370273ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.372445ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.37646ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.375022ms
compare_algorithms;randomValuesAndSizes;bruteforce;11;0.395889ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.766986ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.777579ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.778936ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.772745ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.768809ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.790994ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.781576ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.774874ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.770085ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.76891ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.771642ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.826008ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.792491ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.774138ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.769425ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.776361ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.778637ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.782314ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.777346ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.778314ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.779576ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.772228ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.771659ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.792965ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.77773ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.768981ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.775804ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.779317ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.768324ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.811582ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.775954ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.777756ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.77875ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.770781ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.795121ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.769548ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.770117ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.771611ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.77708ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.778457ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.779897ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.77864ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.769143ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.767087ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.783362ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.771806ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.777282ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.778922ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.770459ms
compare_algorithms;randomValuesAndSizes;bruteforce;12;0.772985ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.59652ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.61597ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.61862ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60831ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.62181ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.61475ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60528ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.62366ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60915ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60537ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.62441ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60451ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.59722ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.62647ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60627ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60967ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.61208ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.62597ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.61442ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60594ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60559ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60452ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.59366ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.63151ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.63042ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.61397ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.62577ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60306ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.61899ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.63476ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60882ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60706ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.61979ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60303ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.61716ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.62852ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.62055ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.62371ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.66871ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.61346ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.63074ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.59948ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.61807ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.6436ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60354ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60677ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60912ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60552ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60383ms
compare_algorithms;randomValuesAndSizes;bruteforce;13;1.60398ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.32657ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.34919ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.32902ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.32422ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.33044ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.36238ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.31502ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.34278ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.3297ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.33949ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.31876ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.3238ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.31599ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.32443ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.36623ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.32786ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.37259ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.36981ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.34022ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.33366ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.39097ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.32214ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.3313ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.32086ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.34513ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.34486ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.71818ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.34771ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.37395ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.33891ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.33298ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.33405ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.3836ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.37259ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.35567ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.33949ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.50997ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.86942ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.70204ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.60185ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.61566ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.67679ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.60499ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.59971ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.60683ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.6507ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.63542ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.5898ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;3.68456ms
compare_algorithms;randomValuesAndSizes;bruteforce;14;4.05712ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;7.47875ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;8.02639ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;7.49176ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.97336ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;7.10914ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.97103ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.97569ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.95189ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.9445ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.89672ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.91632ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.87649ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.92418ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.89807ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.88859ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.89969ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.95608ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.87824ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.93499ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.89095ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.91079ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.92726ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.88601ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.88939ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.89077ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.88658ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.86706ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.85744ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.92078ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.85935ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.88141ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.91753ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.86515ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.89396ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.87053ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.91421ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.87946ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.88546ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.8759ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.91148ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.90771ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.91082ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.91095ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.89619ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.85723ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.87928ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.8691ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.90759ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.88433ms
compare_algorithms;randomValuesAndSizes;bruteforce;15;6.89215ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.8404ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2364ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2091ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2466ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.1899ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.23ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2687ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2584ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.1901ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2083ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2452ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2498ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2453ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2463ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2138ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2028ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2649ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2041ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.2194ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.1935ms
compare_algorithms;randomValuesAndSizes;bruteforce;16;14.3049ms
